Case_ID,Arrival_Time,Completion_Time,Duration_Minutes,Complexity,Team,Assigned_Staff,SLA_Limit_Minutes,SLA_Breached
CASE-10316,2025-11-29 18:09:00.813266,2025-11-29 20:08:14.950629,119.24,Medium,Audit_Section,Staff_16,180,0
CASE-10537,2025-11-29 18:20:10.330780,2025-11-29 18:58:57.682092,38.79,Simple,Review_Team,Staff_20,60,0
CASE-11086,2025-11-29 18:43:55.777569,2025-11-29 19:26:03.638808,42.13,Medium,Audit_Section,Staff_20,180,0
CASE-11452,2025-11-29 18:55:27.433358,2025-11-30 00:06:09.386711,310.7,Complex,Approval_Board,Staff_19,480,0
CASE-11535,2025-11-29 19:07:17.706638,2025-11-29 22:44:58.723149,217.68,Complex,Audit_Section,Staff_9,480,0
CASE-11360,2025-11-29 19:14:20.338765,2025-11-29 19:37:39.337873,23.32,Simple,Intake_Team,Staff_25,60,0
CASE-11445,2025-11-29 19:59:10.117014,2025-11-29 20:24:12.909800,25.05,Simple,Approval_Board,Staff_7,60,0
CASE-10377,2025-11-29 20:09:21.838877,2025-11-29 20:34:18.951088,24.95,Simple,Approval_Board,Staff_20,60,0
CASE-10932,2025-11-29 20:33:04.089565,2025-11-29 21:00:04.105291,27.0,Simple,Review_Team,Staff_25,60,0
CASE-11208,2025-11-29 20:36:28.606678,2025-11-30 00:20:39.332802,224.18,Complex,Review_Team,Staff_9,480,0
CASE-10686,2025-11-29 20:42:12.204219,2025-11-30 05:15:31.462415,513.32,Critical,Audit_Section,Staff_1,1440,0
CASE-11661,2025-11-29 20:57:58.547931,2025-11-29 22:09:07.283885,71.15,Medium,Intake_Team,Staff_10,180,0
CASE-10655,2025-11-29 22:33:09.532448,2025-11-29 23:08:24.802179,35.25,Simple,Review_Team,Staff_5,60,0
CASE-11836,2025-11-29 22:55:44.422220,2025-11-29 23:24:17.770855,28.56,Simple,Audit_Section,Staff_23,60,0
CASE-10381,2025-11-29 23:14:23.199065,2025-11-30 00:58:02.073901,103.65,Medium,Approval_Board,Staff_2,180,0
CASE-10960,2025-11-29 23:51:01.690362,2025-11-30 05:01:19.389776,310.29,Complex,Intake_Team,Staff_7,480,0
CASE-10828,2025-11-29 23:56:58.120910,2025-11-30 07:03:46.889508,426.81,Critical,Approval_Board,Staff_10,1440,0
CASE-10837,2025-11-30 00:03:16.949434,2025-11-30 03:25:35.457091,202.31,Complex,Intake_Team,Staff_17,480,0
CASE-10050,2025-11-30 00:06:04.189743,2025-11-30 00:34:19.523088,28.26,Simple,Audit_Section,Staff_8,60,0
CASE-10373,2025-11-30 00:19:43.658403,2025-11-30 00:39:18.251480,19.58,Simple,Review_Team,Staff_24,60,0
CASE-10194,2025-11-30 00:22:40.385604,2025-11-30 01:09:33.340508,46.88,Medium,Audit_Section,Staff_14,180,0
CASE-11742,2025-11-30 00:31:58.188686,2025-11-30 02:40:35.565039,128.62,Medium,Audit_Section,Staff_13,180,0
CASE-11850,2025-11-30 00:35:11.168178,2025-11-30 01:48:30.629108,73.32,Medium,Review_Team,Staff_6,180,0
CASE-10422,2025-11-30 00:43:21.620639,2025-11-30 02:11:23.351542,88.03,Medium,Intake_Team,Staff_20,180,0
CASE-10056,2025-11-30 01:43:38.110656,2025-11-30 02:07:11.778470,23.56,Simple,Intake_Team,Staff_2,60,0
CASE-11617,2025-11-30 01:58:02.705146,2025-11-30 02:14:10.380373,16.13,Simple,Audit_Section,Staff_5,60,0
CASE-10920,2025-11-30 01:59:16.844647,2025-11-30 07:20:58.545764,321.7,Complex,Review_Team,Staff_8,480,0
CASE-11598,2025-11-30 02:26:20.289933,2025-11-30 03:08:31.001851,42.18,Simple,Review_Team,Staff_18,60,0
CASE-10958,2025-11-30 02:32:23.816012,2025-11-30 05:23:53.488918,171.49,Complex,Approval_Board,Staff_21,480,0
CASE-10315,2025-11-30 02:43:19.718000,2025-11-30 03:15:05.691346,31.77,Simple,Intake_Team,Staff_5,60,0
CASE-10497,2025-11-30 02:47:28.769440,2025-11-30 10:10:42.449978,443.23,Critical,Approval_Board,Staff_2,1440,0
CASE-11423,2025-11-30 02:54:08.458925,2025-11-30 04:10:55.794903,76.79,Medium,Approval_Board,Staff_6,180,0
CASE-11376,2025-11-30 03:38:12.784550,2025-11-30 04:27:37.459555,49.41,Simple,Audit_Section,Staff_23,60,0
CASE-10443,2025-11-30 04:13:13.766707,2025-11-30 04:59:22.038622,46.14,Simple,Intake_Team,Staff_2,60,0
CASE-11681,2025-11-30 04:37:58.467361,2025-11-30 06:14:36.047127,96.63,Medium,Audit_Section,Staff_4,180,0
CASE-11666,2025-11-30 04:40:10.275488,2025-11-30 05:29:54.437434,49.74,Medium,Approval_Board,Staff_9,180,0
CASE-11113,2025-11-30 04:40:20.743897,2025-11-30 12:07:19.500608,446.98,Critical,Audit_Section,Staff_4,1440,0
CASE-10258,2025-11-30 05:15:59.138126,2025-11-30 06:46:41.928424,90.71,Medium,Review_Team,Staff_19,180,0
CASE-10729,2025-11-30 05:36:09.320059,2025-11-30 07:41:11.863278,125.04,Medium,Review_Team,Staff_6,180,0
CASE-10499,2025-11-30 05:46:14.320033,2025-11-30 11:25:36.428794,339.37,Complex,Review_Team,Staff_14,480,0
CASE-10772,2025-11-30 05:47:24.466578,2025-11-30 06:18:51.916350,31.46,Simple,Audit_Section,Staff_4,60,0
CASE-11404,2025-11-30 06:01:15.730666,2025-11-30 16:38:09.714153,636.9,Critical,Audit_Section,Staff_17,1440,0
CASE-10870,2025-11-30 06:10:05.314386,2025-11-30 14:11:01.521536,480.94,Critical,Intake_Team,Staff_19,1440,0
CASE-10995,2025-11-30 06:50:15.077830,2025-11-30 08:23:41.653444,93.44,Medium,Intake_Team,Staff_16,180,0
CASE-10179,2025-11-30 07:59:47.697487,2025-11-30 08:41:13.414166,41.43,Simple,Audit_Section,Staff_4,60,0
CASE-10149,2025-11-30 08:14:34.090632,2025-11-30 13:07:39.862946,293.1,Critical,Audit_Section,Staff_17,1440,0
CASE-10860,2025-11-30 08:28:11.482519,2025-11-30 10:01:51.755858,93.67,Medium,Intake_Team,Staff_6,180,0
CASE-10273,2025-11-30 08:46:34.718534,2025-11-30 10:03:46.338679,77.19,Medium,Approval_Board,Staff_4,180,0
CASE-11214,2025-11-30 09:07:47.470092,2025-11-30 10:52:18.074880,104.51,Medium,Approval_Board,Staff_22,180,0
CASE-10480,2025-11-30 09:10:30.807708,2025-11-30 15:24:31.744445,374.02,Complex,Audit_Section,Staff_5,480,0
CASE-10929,2025-11-30 09:11:30.154045,2025-11-30 19:20:04.259079,608.57,Critical,Audit_Section,Staff_20,1440,0
CASE-11549,2025-11-30 09:11:35.963723,2025-11-30 10:27:28.876542,75.88,Medium,Review_Team,Staff_2,180,0
CASE-11618,2025-11-30 09:40:18.159601,2025-11-30 11:03:42.745300,83.41,Medium,Audit_Section,Staff_4,180,0
CASE-11736,2025-11-30 10:38:46.072164,2025-11-30 10:56:22.076064,17.6,Simple,Review_Team,Staff_17,60,0
CASE-10818,2025-11-30 11:20:21.922156,2025-11-30 16:28:42.897776,308.35,Complex,Approval_Board,Staff_11,480,0
CASE-10324,2025-11-30 11:29:14.379464,2025-11-30 12:08:37.457055,39.38,Simple,Approval_Board,Staff_13,60,0
CASE-11706,2025-11-30 11:36:33.174335,2025-11-30 13:37:26.708539,120.89,Complex,Audit_Section,Staff_25,480,0
CASE-10356,2025-11-30 12:28:39.595142,2025-11-30 16:32:00.660117,243.35,Complex,Audit_Section,Staff_11,480,0
CASE-11388,2025-11-30 12:33:34.120857,2025-11-30 13:07:52.929151,34.31,Simple,Review_Team,Staff_18,60,0
CASE-10201,2025-11-30 12:36:33.952543,2025-11-30 18:02:48.020115,326.23,Critical,Review_Team,Staff_9,1440,0
CASE-10624,2025-11-30 12:46:21.867123,2025-11-30 13:23:10.159625,36.8,Medium,Approval_Board,Staff_24,180,0
CASE-10866,2025-11-30 13:06:51.830678,2025-11-30 13:26:20.084409,19.47,Simple,Approval_Board,Staff_16,60,0
CASE-10583,2025-11-30 13:11:37.186766,2025-11-30 16:59:58.544081,228.36,Complex,Approval_Board,Staff_4,480,0
CASE-10633,2025-11-30 13:32:51.877902,2025-11-30 19:57:54.795826,385.05,Critical,Audit_Section,Staff_7,1440,0
CASE-10850,2025-11-30 13:46:01.380931,2025-11-30 18:51:12.925325,305.19,Complex,Audit_Section,Staff_22,480,0
CASE-11210,2025-11-30 14:23:49.245811,2025-11-30 14:54:43.262673,30.9,Simple,Review_Team,Staff_20,60,0
CASE-11770,2025-11-30 14:24:00.825129,2025-11-30 15:02:54.152359,38.89,Simple,Review_Team,Staff_22,60,0
CASE-10313,2025-11-30 14:45:04.061633,2025-11-30 15:25:21.666194,40.29,Simple,Intake_Team,Staff_24,60,0
CASE-10294,2025-11-30 14:55:59.511807,2025-11-30 15:50:17.136208,54.29,Medium,Approval_Board,Staff_9,180,0
CASE-10288,2025-11-30 15:08:45.356773,2025-11-30 15:52:21.590019,43.6,Simple,Review_Team,Staff_1,60,0
CASE-11491,2025-11-30 15:26:45.860517,2025-11-30 20:30:16.795225,303.52,Complex,Review_Team,Staff_23,480,0
CASE-10303,2025-11-30 15:33:15.295079,2025-11-30 19:02:20.224451,209.08,Complex,Intake_Team,Staff_19,480,0
CASE-10346,2025-11-30 15:58:17.076132,2025-11-30 16:58:44.300512,60.45,Medium,Review_Team,Staff_21,180,0
CASE-11978,2025-11-30 16:27:50.110918,2025-11-30 16:56:52.680871,29.04,Simple,Review_Team,Staff_18,60,0
CASE-10529,2025-11-30 17:05:07.515835,2025-12-01 02:09:48.959637,544.69,Critical,Approval_Board,Staff_6,1440,0
CASE-10485,2025-11-30 17:06:33.146016,2025-11-30 17:33:15.694009,26.71,Simple,Approval_Board,Staff_11,60,0
CASE-11795,2025-11-30 17:15:25.090482,2025-11-30 19:10:25.392191,115.01,Complex,Intake_Team,Staff_18,480,0
CASE-10333,2025-11-30 17:18:37.347698,2025-11-30 18:28:34.979370,69.96,Medium,Approval_Board,Staff_20,180,0
CASE-10849,2025-11-30 17:41:52.707925,2025-11-30 22:11:53.796088,270.02,Critical,Approval_Board,Staff_16,1440,0
CASE-10360,2025-11-30 18:40:11.467569,2025-11-30 20:24:32.111321,104.34,Medium,Review_Team,Staff_14,180,0
CASE-11957,2025-11-30 18:42:29.187224,2025-11-30 19:48:50.278226,66.35,Medium,Review_Team,Staff_5,180,0
CASE-11101,2025-11-30 18:54:16.505331,2025-11-30 23:02:48.565379,248.53,Complex,Review_Team,Staff_18,480,0
CASE-11639,2025-11-30 18:59:43.339689,2025-11-30 19:51:03.593704,51.34,Simple,Approval_Board,Staff_10,60,0
CASE-10508,2025-11-30 19:17:00.266214,2025-11-30 21:25:29.479558,128.49,Medium,Review_Team,Staff_7,180,0
CASE-10907,2025-11-30 19:36:50.193247,2025-11-30 19:54:09.475281,17.32,Simple,Review_Team,Staff_16,60,0
CASE-11381,2025-11-30 19:50:05.979278,2025-11-30 20:37:49.635090,47.73,Medium,Intake_Team,Staff_17,180,0
CASE-10922,2025-11-30 19:53:06.817432,2025-11-30 20:15:55.773756,22.82,Simple,Review_Team,Staff_7,60,0
CASE-10748,2025-11-30 20:40:37.028086,2025-11-30 21:20:29.225072,39.87,Simple,Review_Team,Staff_15,60,0
CASE-11467,2025-11-30 20:55:56.006243,2025-11-30 21:23:57.119732,28.02,Simple,Intake_Team,Staff_10,60,0
CASE-10372,2025-11-30 21:38:56.229747,2025-11-30 23:36:39.855627,117.73,Complex,Approval_Board,Staff_8,480,0
CASE-11938,2025-11-30 21:54:17.171871,2025-11-30 22:55:05.806261,60.81,Medium,Audit_Section,Staff_4,180,0
CASE-11674,2025-11-30 22:04:29.444844,2025-11-30 23:22:57.995687,78.48,Medium,Review_Team,Staff_10,180,0
CASE-11857,2025-11-30 22:16:35.585455,2025-11-30 22:50:18.927746,33.72,Simple,Review_Team,Staff_12,60,0
CASE-11751,2025-11-30 22:28:25.312127,2025-11-30 22:44:04.048044,15.65,Simple,Audit_Section,Staff_18,60,0
CASE-10037,2025-11-30 22:28:40.380360,2025-12-01 05:02:32.275132,393.86,Critical,Review_Team,Staff_12,1440,0
CASE-10717,2025-11-30 23:42:25.796625,2025-12-01 00:45:20.762020,62.92,Medium,Audit_Section,Staff_1,180,0
CASE-11244,2025-12-01 00:51:23.190186,2025-12-01 08:06:19.864154,434.94,Critical,Review_Team,Staff_18,1440,0
CASE-10670,2025-12-01 01:31:19.584348,2025-12-01 07:14:22.579480,343.05,Complex,Audit_Section,Staff_22,480,0
CASE-11722,2025-12-01 01:56:02.132905,2025-12-01 02:22:23.094313,26.35,Simple,Audit_Section,Staff_6,60,0
CASE-11279,2025-12-01 02:04:33.157359,2025-12-01 03:35:30.023509,90.95,Medium,Intake_Team,Staff_5,180,0
CASE-10279,2025-12-01 02:09:26.946604,2025-12-01 11:23:04.779876,553.63,Critical,Intake_Team,Staff_5,1440,0
CASE-10448,2025-12-01 02:21:33.213671,2025-12-01 04:24:53.263979,123.33,Complex,Review_Team,Staff_11,480,0
CASE-10082,2025-12-01 02:32:45.869577,2025-12-01 03:23:28.279632,50.71,Simple,Approval_Board,Staff_20,60,0
CASE-11144,2025-12-01 02:47:28.102226,2025-12-01 03:25:25.529501,37.96,Simple,Approval_Board,Staff_3,60,0
CASE-10476,2025-12-01 02:50:33.984922,2025-12-01 05:25:53.569190,155.33,Complex,Approval_Board,Staff_19,480,0
CASE-10696,2025-12-01 04:03:43.848607,2025-12-01 04:40:47.588016,37.06,Simple,Audit_Section,Staff_3,60,0
CASE-11151,2025-12-01 04:38:48.814788,2025-12-01 05:49:23.065860,70.57,Medium,Approval_Board,Staff_11,180,0
CASE-11486,2025-12-01 04:45:08.009495,2025-12-01 05:57:06.010414,71.97,Medium,Review_Team,Staff_24,180,0
CASE-10823,2025-12-01 04:49:48.129762,2025-12-01 05:20:21.138906,30.55,Simple,Intake_Team,Staff_20,60,0
CASE-11719,2025-12-01 04:50:15.827390,2025-12-01 06:55:56.386916,125.68,Medium,Audit_Section,Staff_2,180,0
CASE-10577,2025-12-01 05:31:13.207581,2025-12-01 14:09:40.114829,518.45,Critical,Approval_Board,Staff_25,1440,0
CASE-11870,2025-12-01 05:35:48.014859,2025-12-01 08:53:27.835659,197.66,Complex,Review_Team,Staff_8,480,0
CASE-11058,2025-12-01 05:44:49.886938,2025-12-01 06:23:00.443490,38.18,Simple,Review_Team,Staff_6,60,0
CASE-11494,2025-12-01 06:30:55.875436,2025-12-01 07:20:50.869253,49.92,Medium,Audit_Section,Staff_25,180,0
CASE-11510,2025-12-01 06:35:37.306883,2025-12-01 06:55:31.137395,19.9,Simple,Approval_Board,Staff_19,60,0
CASE-10662,2025-12-01 06:53:35.781147,2025-12-01 07:35:45.467173,42.16,Simple,Intake_Team,Staff_21,60,0
CASE-10547,2025-12-01 07:37:19.099267,2025-12-01 16:50:06.104424,552.78,Critical,Review_Team,Staff_9,1440,0
CASE-10266,2025-12-01 07:40:31.354227,2025-12-01 08:16:46.949147,36.26,Simple,Intake_Team,Staff_23,60,0
CASE-10916,2025-12-01 08:27:05.893192,2025-12-01 14:13:25.834412,346.33,Complex,Review_Team,Staff_17,480,0
CASE-10596,2025-12-01 08:43:19.205139,2025-12-01 09:02:13.895864,18.91,Simple,Approval_Board,Staff_19,60,0
CASE-11672,2025-12-01 09:02:23.448097,2025-12-01 09:21:32.785080,19.16,Simple,Intake_Team,Staff_4,60,0
CASE-10447,2025-12-01 09:28:10.897171,2025-12-01 09:57:01.005954,28.84,Simple,Intake_Team,Staff_5,60,0
CASE-11160,2025-12-01 09:38:27.722617,2025-12-01 10:00:24.234716,21.94,Simple,Review_Team,Staff_17,60,0
CASE-10232,2025-12-01 09:47:30.321144,2025-12-01 10:03:00.006985,15.49,Simple,Audit_Section,Staff_22,60,0
CASE-10502,2025-12-01 09:55:43.934658,2025-12-01 11:28:18.737051,92.58,Medium,Intake_Team,Staff_6,180,0
CASE-10178,2025-12-01 10:12:33.636345,2025-12-01 10:43:43.069705,31.16,Simple,Audit_Section,Staff_19,60,0
CASE-10892,2025-12-01 10:16:02.862760,2025-12-01 12:06:12.860491,110.17,Medium,Approval_Board,Staff_7,180,0
CASE-10327,2025-12-01 10:22:00.427552,2025-12-01 11:03:38.989912,41.64,Simple,Approval_Board,Staff_20,60,0
CASE-11554,2025-12-01 10:22:48.409185,2025-12-01 10:51:15.607906,28.45,Simple,Audit_Section,Staff_4,60,0
CASE-10611,2025-12-01 10:30:52.349686,2025-12-01 20:03:50.250171,572.97,Critical,Approval_Board,Staff_3,1440,0
CASE-11904,2025-12-01 11:18:03.672561,2025-12-01 11:49:04.329388,31.01,Simple,Review_Team,Staff_24,60,0
CASE-11539,2025-12-01 11:52:50.251899,2025-12-01 12:33:04.542398,40.24,Simple,Review_Team,Staff_17,60,0
CASE-11766,2025-12-01 12:18:16.703551,2025-12-01 13:13:17.193334,55.01,Medium,Intake_Team,Staff_6,180,0
CASE-10684,2025-12-01 12:32:32.728075,2025-12-01 13:06:00.800111,33.47,Simple,Review_Team,Staff_12,60,0
CASE-11180,2025-12-01 12:49:11.043660,2025-12-01 20:38:34.550837,469.39,Critical,Approval_Board,Staff_10,1440,0
CASE-11513,2025-12-01 12:49:46.168906,2025-12-01 15:01:17.030984,131.51,Medium,Audit_Section,Staff_7,180,0
CASE-11363,2025-12-01 13:15:17.797230,2025-12-01 13:32:03.731247,16.77,Simple,Audit_Section,Staff_20,60,0
CASE-11385,2025-12-01 13:40:15.852183,2025-12-01 18:41:53.810370,301.63,Complex,Review_Team,Staff_7,480,0
CASE-10619,2025-12-01 13:46:50.506598,2025-12-01 15:18:33.937205,91.72,Medium,Approval_Board,Staff_6,180,0
CASE-11085,2025-12-01 14:33:25.550484,2025-12-01 15:53:04.200975,79.64,Medium,Review_Team,Staff_14,180,0
CASE-11284,2025-12-01 14:46:29.101486,2025-12-01 15:35:16.036838,48.78,Simple,Audit_Section,Staff_19,60,0
CASE-11173,2025-12-01 14:50:09.092477,2025-12-01 16:26:27.492422,96.31,Medium,Audit_Section,Staff_23,180,0
CASE-10597,2025-12-01 15:23:43.335839,2025-12-01 16:07:58.581566,44.25,Simple,Audit_Section,Staff_2,60,0
CASE-10293,2025-12-01 16:06:59.032070,2025-12-01 21:02:43.525726,295.74,Complex,Intake_Team,Staff_20,480,0
CASE-10139,2025-12-01 16:15:25.227788,2025-12-01 23:04:38.941597,409.23,Critical,Review_Team,Staff_11,1440,0
CASE-10908,2025-12-01 16:35:35.968022,2025-12-01 17:36:17.646148,60.69,Medium,Review_Team,Staff_13,180,0
CASE-10138,2025-12-01 16:38:11.650204,2025-12-01 17:10:58.513704,32.78,Simple,Audit_Section,Staff_12,60,0
CASE-11133,2025-12-01 16:44:49.662900,2025-12-01 19:28:04.209702,163.24,Complex,Review_Team,Staff_20,480,0
CASE-11466,2025-12-01 17:21:38.809308,2025-12-01 20:13:13.606869,171.58,Complex,Audit_Section,Staff_17,480,0
CASE-10997,2025-12-01 17:47:44.346771,2025-12-01 19:30:48.309017,103.07,Medium,Review_Team,Staff_17,180,0
CASE-11843,2025-12-01 17:59:39.854931,2025-12-01 18:44:17.151148,44.62,Medium,Intake_Team,Staff_22,180,0
CASE-10159,2025-12-01 18:06:11.605799,2025-12-01 23:32:17.485989,326.1,Critical,Intake_Team,Staff_25,1440,0
CASE-10826,2025-12-01 19:12:35.202849,2025-12-01 19:46:04.027006,33.48,Simple,Intake_Team,Staff_17,60,0
CASE-11327,2025-12-01 20:08:20.776075,2025-12-01 23:41:41.376467,213.34,Complex,Audit_Section,Staff_8,480,0
CASE-11835,2025-12-01 20:26:04.375714,2025-12-01 20:57:43.726451,31.66,Simple,Audit_Section,Staff_14,60,0
CASE-10197,2025-12-01 20:31:09.235356,2025-12-01 22:56:12.413287,145.05,Complex,Audit_Section,Staff_6,480,0
CASE-11908,2025-12-01 20:41:08.067594,2025-12-01 22:51:39.692789,130.53,Medium,Audit_Section,Staff_15,180,0
CASE-11228,2025-12-01 20:48:46.089653,2025-12-01 22:39:24.062056,110.63,Medium,Review_Team,Staff_6,180,0
CASE-11687,2025-12-01 20:50:34.872003,2025-12-01 21:21:44.556590,31.16,Simple,Review_Team,Staff_21,60,0
CASE-11351,2025-12-01 22:13:07.982091,2025-12-01 23:25:47.517581,72.66,Medium,Review_Team,Staff_2,180,0
CASE-11147,2025-12-01 23:55:36.130127,2025-12-02 01:07:37.963603,72.03,Medium,Intake_Team,Staff_19,180,0
CASE-11480,2025-12-01 23:58:25.793599,2025-12-02 08:35:46.120211,517.34,Critical,Intake_Team,Staff_12,1440,0
CASE-11583,2025-12-02 00:34:30.864311,2025-12-02 02:07:11.519157,92.68,Medium,Review_Team,Staff_2,180,0
CASE-11663,2025-12-02 00:34:39.257973,2025-12-02 02:29:00.534549,114.35,Medium,Review_Team,Staff_6,180,0
CASE-10977,2025-12-02 00:40:22.790607,2025-12-02 00:59:15.827378,18.88,Simple,Audit_Section,Staff_25,60,0
CASE-11601,2025-12-02 01:39:38.832229,2025-12-02 04:20:34.228204,160.92,Complex,Review_Team,Staff_15,480,0
CASE-10041,2025-12-02 02:16:44.029827,2025-12-02 02:42:50.745800,26.11,Simple,Intake_Team,Staff_3,60,0
CASE-10989,2025-12-02 02:17:19.208221,2025-12-02 03:11:04.926022,53.76,Simple,Audit_Section,Staff_14,60,0
CASE-10803,2025-12-02 02:29:44.832995,2025-12-02 07:58:01.463858,328.28,Complex,Approval_Board,Staff_12,480,0
CASE-11702,2025-12-02 03:15:30.774587,2025-12-02 03:45:14.268402,29.72,Simple,Approval_Board,Staff_21,60,0
CASE-11216,2025-12-02 03:34:04.541197,2025-12-02 04:59:12.801142,85.14,Medium,Intake_Team,Staff_20,180,0
CASE-10494,2025-12-02 04:25:40.072377,2025-12-02 09:27:13.975799,301.57,Complex,Intake_Team,Staff_15,480,0
CASE-11811,2025-12-02 05:28:44.188558,2025-12-02 06:07:11.610486,38.46,Simple,Review_Team,Staff_22,60,0
CASE-11335,2025-12-02 05:59:57.677962,2025-12-02 06:21:55.198971,21.96,Simple,Review_Team,Staff_21,60,0
CASE-10656,2025-12-02 06:17:08.796499,2025-12-02 07:44:16.976110,87.14,Medium,Intake_Team,Staff_19,180,0
CASE-11507,2025-12-02 07:13:24.693796,2025-12-02 07:47:14.299405,33.83,Simple,Review_Team,Staff_13,60,0
CASE-11187,2025-12-02 07:39:11.108702,2025-12-02 08:07:02.376076,27.85,Simple,Review_Team,Staff_19,60,0
CASE-10097,2025-12-02 08:25:40.883477,2025-12-02 11:25:34.620581,179.9,Complex,Approval_Board,Staff_14,480,0
CASE-11155,2025-12-02 08:33:22.792307,2025-12-02 10:59:36.235733,146.22,Complex,Approval_Board,Staff_20,480,0
CASE-10614,2025-12-02 08:39:23.658202,2025-12-02 09:20:01.430490,40.63,Simple,Intake_Team,Staff_8,60,0
CASE-11708,2025-12-02 08:44:55.442367,2025-12-02 09:13:31.331398,28.6,Simple,Audit_Section,Staff_14,60,0
CASE-11309,2025-12-02 09:05:31.816739,2025-12-02 10:13:27.581641,67.93,Medium,Review_Team,Staff_25,180,0
CASE-10036,2025-12-02 09:21:06.341689,2025-12-02 10:47:36.605743,86.5,Medium,Review_Team,Staff_19,180,0
CASE-10965,2025-12-02 11:37:48.128200,2025-12-02 12:13:20.058339,35.53,Simple,Intake_Team,Staff_5,60,0
CASE-10867,2025-12-02 11:41:03.715123,2025-12-02 11:57:08.395478,16.08,Simple,Review_Team,Staff_18,60,0
CASE-11030,2025-12-02 12:39:01.947013,2025-12-02 13:48:06.362960,69.07,Medium,Audit_Section,Staff_22,180,0
CASE-10331,2025-12-02 12:49:02.478395,2025-12-02 13:13:02.085144,23.99,Simple,Intake_Team,Staff_4,60,0
CASE-10000,2025-12-02 12:53:11.414765,2025-12-02 13:57:19.982238,64.14,Medium,Audit_Section,Staff_21,180,0
CASE-10345,2025-12-02 13:16:19.922471,2025-12-02 22:35:56.465747,559.61,Critical,Intake_Team,Staff_6,1440,0
CASE-11771,2025-12-02 13:27:04.492947,2025-12-02 13:48:19.617544,21.25,Simple,Intake_Team,Staff_20,60,0
CASE-10741,2025-12-02 13:27:57.548927,2025-12-02 15:18:10.699362,110.22,Medium,Audit_Section,Staff_12,180,0
CASE-10694,2025-12-02 14:13:05.232978,2025-12-02 15:46:16.890052,93.19,Medium,Review_Team,Staff_23,180,0
CASE-10904,2025-12-02 14:40:09.883115,2025-12-02 16:20:17.802229,100.13,Medium,Approval_Board,Staff_21,180,0
CASE-11658,2025-12-02 14:57:40.864864,2025-12-02 15:38:24.656878,40.73,Medium,Review_Team,Staff_20,180,0
CASE-10622,2025-12-02 15:19:28.265839,2025-12-02 16:43:28.011136,84.0,Medium,Intake_Team,Staff_5,180,0
CASE-11258,2025-12-02 16:08:04.773516,2025-12-02 18:53:48.648158,165.73,Complex,Audit_Section,Staff_6,480,0
CASE-11717,2025-12-02 16:22:00.607013,2025-12-02 16:40:20.152033,18.33,Simple,Intake_Team,Staff_3,60,0
CASE-10312,2025-12-02 17:30:53.837776,2025-12-02 17:57:56.461671,27.04,Simple,Intake_Team,Staff_13,60,0
CASE-10706,2025-12-02 17:45:45.253582,2025-12-02 18:20:50.977829,35.1,Simple,Intake_Team,Staff_19,60,0
CASE-11043,2025-12-02 17:57:52.280757,2025-12-02 18:32:11.643157,34.32,Simple,Approval_Board,Staff_7,60,0
CASE-10815,2025-12-02 18:24:54.961578,2025-12-02 19:03:43.388543,38.81,Simple,Approval_Board,Staff_14,60,0
CASE-10688,2025-12-02 18:48:53.097336,2025-12-02 19:19:36.582703,30.72,Simple,Intake_Team,Staff_5,60,0
